collection_time,observation_time,name,namespace,cpu_usage,memory_usage,network_usage,instance,wattage_kepler_new,wattage_kepler,wattage_scaph
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-db-0,teastore,0.0,1.9961173333333333,0.0,gisele,2.0343408999999997,4.1784,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-image-0,teastore,0.0,2.015232,0.0,gisele,1.9372914,10.1661,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-webui-0,teastore,0.0,1.970176,0.0,gisele,10.822761799999999,11.781600000000001,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-registry-0,teastore,0.0,1.8575359999999999,0.0,gisele,1.5343601000000002,14.8395,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-recommender-0,teastore,1.5111888003197238,281.2204373333333,0.0003692310041841004,gisele,0.12208839999999803,0.8348999999999978,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-auth-0,teastore,0.0,1.8732373333333332,0.0,gisele,2.8743292000000005,9.050699999999999,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,loadgenerator,teastore,0.0,3.211264,0.0,ise-knode3,0.0,0.0,0.0
2026-01-26 08:16:57,2026-01-26 08:16:56,teastore-persistence-0,teastore,1.28895165134491,77.66766933333334,0.0,gisele,3.4142403999999984,19.572,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-db-0,teastore,0.48359271453715946,28.403029333333336,0.011382431541665352,gisele,0.33567859999999994,2.0637000000000008,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-image-0,teastore,0.5862740101312933,2.015232,0.0001721106601019782,gisele,0.08710190000000004,0.6219000000000009,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-webui-0,teastore,1.3846441690654854,1.970176,0.004898497257437922,gisele,10.822761799999999,4.621500000000002,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-registry-0,teastore,0.05903409090909101,82.74602666666665,0.001968989353317979,gisele,0.27140119999999895,1.297499999999999,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-recommender-0,teastore,0.04895751675348323,279.4018133333333,0.00037420438724011194,gisele,0.07725410000000235,1.0187999999999975,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-auth-0,teastore,0.5910404144560379,160.66286933333333,0.00022888124963124664,gisele,2.2223856000000004,9.369300000000003,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,loadgenerator,teastore,0.07499927901066038,24.010752000000004,0.002169813892310851,ise-knode3,0.0,0.0,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-auth-1,teastore,0.0,2.6432853333333335,0.0,sm-gpu,0.0,0.0,0.0
2026-01-26 08:17:13,2026-01-26 08:17:11,teastore-persistence-0,teastore,0.02725734086554997,152.20736,0.00024919060834975544,gisele,0.7746798000000009,12.6864,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-db-0,teastore,0.49472438108883376,28.644693333333333,0.04663665864435607,gisele,0.3314790000000002,1.4087999999999987,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-webui-0,teastore,0.7171360804832425,1.970176,0.010949505935803978,gisele,0.45623940000000046,3.0216000000000016,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-registry-0,teastore,0.14906013513513522,83.37544533333333,0.0038322015041547084,gisele,0.3870033000000003,0.6422999999999994,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-recommender-0,teastore,0.20819129316663348,282.2608213333333,0.0003275116433799069,gisele,0.44734789999999924,1.017300000000001,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-auth-0,teastore,1.1787418719383542,199.25333333333333,0.00043847050231248376,gisele,1.5124477999999995,3.8343000000000003,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-image-0,teastore,0.18023681209532375,2.015232,0.00034936751465285967,gisele,0.17913320000000005,1.173899999999999,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,loadgenerator,teastore,0.020038746126722465,24.253781333333333,0.007449714716976724,ise-knode3,0.0,0.0,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-auth-1,teastore,1.1725978624851519,349.110272,0.0002831029053864875,sm-gpu,1.0498721,7.682400000000001,0.0
2026-01-26 08:17:30,2026-01-26 08:17:28,teastore-persistence-0,teastore,2.1385410478323585,184.991744,0.03307956889282368,gisele,3.6244028999999993,8.549700000000001,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-db-0,teastore,0.21675745503153246,29.213354666666664,0.06534786477011975,gisele,0.11442399999999968,0.052499999999999686,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-webui-0,teastore,1.091168925862139,1.970176,0.012459091666666667,gisele,0.14260699999999957,0.6198000000000008,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-auth-2,teastore,0.0,1.990656,0.0,gisele,0.0,0.0,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-registry-0,teastore,0.1807166657692321,84.50594133333334,0.0053716722222222225,gisele,0.25757459999999954,0.6942000000000016,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-recommender-0,teastore,0.5140922130963859,317.026304,0.0036456319388337693,gisele,2.057948799999999,1.7573999999999979,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-auth-0,teastore,0.952577827343122,229.62653866666668,0.0006145075692081302,gisele,1.6469002000000006,3.3579000000000017,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-image-0,teastore,0.7544204573722562,2.015232,0.002067108333333333,gisele,2.2889166000000003,10.372499999999999,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,loadgenerator,teastore,0.014872649883243886,24.309759999999997,0.01107556668752696,ise-knode3,0.0,0.0,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-auth-1,teastore,0.3321413640279616,400.02764800000006,0.0007442403217033564,sm-gpu,0.05591170000000005,0.2781000000000013,0.0
2026-01-26 08:17:45,2026-01-26 08:17:44,teastore-persistence-0,teastore,1.2434755387912908,234.28369066666664,0.06172959461628053,gisele,2.8060501999999996,1.566600000000001,0.0
