Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769415407,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415408,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415409,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415410,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415411,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415412,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415413,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415414,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415415,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769415416,2,GET,/category,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,280.0,281.64793900214136,279.523681034334,283.7721969699487,6036.0
1769415416,2,,Aggregated,0.000000,0.000000,280,280,280,280,280,280,280,280,280,280,280,2,2,280.0,281.64793900214136,279.523681034334,283.7721969699487,6036.0
1769415417,4,GET,/category,0.000000,0.000000,270,270,270,270,270,270,270,270,270,270,270,4,4,270.0,253.54420524672605,184.59353793878108,283.7721969699487,6036.0
1769415417,4,,Aggregated,0.000000,0.000000,280,280,280,280,280,280,280,280,280,280,280,4,4,270.0,253.54420524672605,184.59353793878108,283.7721969699487,6036.0
1769415418,5,GET,/category,0.222222,0.222222,180,180,270,270,270,270,270,270,270,270,270,6,6,180.0,194.5151908439584,59.6633090171963,283.7721969699487,6036.0
1769415418,5,,Aggregated,0.222222,0.222222,270,270,280,280,280,280,280,280,280,280,280,6,6,180.0,194.5151908439584,59.6633090171963,283.7721969699487,6036.0
1769415419,5,GET,/category,0.400000,0.400000,93,93,180,180,270,270,270,270,270,270,270,8,8,93,157.3814252478769,40.428995969705284,283.7721969699487,6036.0
1769415419,5,GET,/product,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,96.54477098956704,96.54477098956704,96.54477098956704,96.54477098956704,6724.0
1769415419,5,,Aggregated,0.400000,0.400000,97,180,270,280,280,280,280,280,280,280,280,9,9,97,150.62179699695358,40.428995969705284,283.7721969699487,6112.444444444444
1769415420,5,GET,/category,0.500000,0.500000,60,93,180,180,270,270,270,270,270,270,270,9,9,93,145.32897577414082,40.428995969705284,283.7721969699487,6036.0
1769415420,5,GET,/product,0.000000,0.000000,97,97,97,97,97,97,97,97,97,97,97,1,1,96.54477098956704,96.54477098956704,96.54477098956704,96.54477098956704,6724.0
1769415420,5,,Aggregated,0.500000,0.500000,97,180,270,280,280,280,280,280,280,280,280,10,10,93,140.45055529568344,40.428995969705284,283.7721969699487,6104.8
1769415421,5,GET,/category,0.500000,0.500000,60,93,180,180,270,270,270,270,270,270,270,9,9,93,145.32897577414082,40.428995969705284,283.7721969699487,6036.0
1769415421,5,GET,/product,0.000000,0.000000,90,90,97,97,97,97,97,97,97,97,97,3,3,90,81.3105203366528,56.94366409443319,96.54477098956704,6724.0
1769415421,5,,Aggregated,0.500000,0.500000,93,97,270,270,280,280,280,280,280,280,280,12,12,90,129.32436191476882,40.428995969705284,283.7721969699487,6208.0
1769415422,0,GET,/category,0.500000,0.500000,60,93,180,180,270,270,270,270,270,270,270,9,9,93,145.32897577414082,40.428995969705284,283.7721969699487,6036.0
1769415422,0,GET,/product,0.000000,0.000000,90,90,97,97,97,97,97,97,97,97,97,3,3,90,81.3105203366528,56.94366409443319,96.54477098956704,6724.0
1769415422,0,,Aggregated,0.500000,0.500000,90,93,97,180,270,270,270,270,270,270,270,12,12,90,129.32436191476882,40.428995969705284,283.7721969699487,6208.0
1769415423,0,GET,/category,0.500000,0.500000,60,93,180,180,270,270,270,270,270,270,270,9,9,93,145.32897577414082,40.428995969705284,283.7721969699487,6036.0
1769415423,0,GET,/product,0.000000,0.000000,90,90,97,97,97,97,97,97,97,97,97,3,3,90,81.3105203366528,56.94366409443319,96.54477098956704,6724.0
1769415423,0,,Aggregated,0.500000,0.500000,90,93,97,180,270,270,270,270,270,270,270,12,12,90,129.32436191476882,40.428995969705284,283.7721969699487,6208.0
1769415424,2,GET,/category,0.900000,0.900000,52,60,93,180,270,270,270,270,270,270,270,11,11,60,128.3678770890798,40.428995969705284,283.7721969699487,6036.0
1769415424,2,GET,/product,0.300000,0.300000,90,90,97,97,97,97,97,97,97,97,97,3,3,90,81.3105203366528,56.94366409443319,96.54477098956704,6724.0
1769415424,2,,Aggregated,1.200000,1.200000,60,90,97,97,180,270,270,270,270,270,270,14,14,60,118.28415778498831,40.428995969705284,283.7721969699487,6183.428571428572
1769415425,4,GET,/category,0.900000,0.900000,52,52,93,93,180,270,270,270,270,270,270,14,14,52,110.05988435187776,32.524958020076156,283.7721969699487,6036.0
1769415425,4,GET,/product,0.300000,0.300000,90,90,97,97,97,97,97,97,97,97,97,3,3,90,81.3105203366528,56.94366409443319,96.54477098956704,6724.0
