Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769103513,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769103514,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769103515,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769103516,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769103517,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769103518,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769103519,6,GET,/tools.descartes.teastore.webui/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,6,6,2300.0,2817.4153404931226,566.0571019980125,5275.9172529913485,6712.0
1769103519,6,,Aggregated,0.000000,0.000000,3300,3300,4300,4300,5300,5300,5300,5300,5300,5300,5300,6,6,2300.0,2817.4153404931226,566.0571019980125,5275.9172529913485,6712.0
1769103520,7,GET,/tools.descartes.teastore.webui/,0.000000,0.000000,460,460,460,460,460,460,460,460,460,460,460,7,7,2300.0,2480.7730825684434,460.9195350203663,5275.9172529913485,6712.0
1769103520,7,GET,/tools.descartes.teastore.webui/category?page=2&category=2,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,404.7249400173314,404.7249400173314,404.7249400173314,404.7249400173314,6036.0
