collection_time,observation_time,name,namespace,cpu_usage,memory_usage,network_usage,instance,wattage_kepler_new,wattage_kepler,wattage_scaph
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-registry-0,teastore,0.0001268450623750119,76.66517333333334,0.00033889166666666666,gisele,0.0,12.273299999999999,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-persistence-0,teastore,7.75953954380726e-05,77.68337066666666,0.0001751,gisele,0.3775151,24.970799999999997,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,loadgenerator,teastore,0.0,17.402993777777777,0.0,ise-knode3,0.0,0.0,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-recommender-0,teastore,0.00015412130051717387,201.358336,0.0002850380549752508,gisele,0.0,49.9548,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-image-0,teastore,0.9171250925240563,398.30235428571433,0.0,gisele,6.4839403,13.501199999999999,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-webui-0,teastore,0.0,492.94813866666664,0.0,gisele,3.3293271000000004,16.1658,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-auth-0,teastore,0.5909210701451487,223.47366399999999,0.00013822288634024406,gisele,4.6596009,12.4935,0.0
2026-01-22 17:38:45,2026-01-22 17:38:42,teastore-db-0,teastore,0.32826651726692047,38.627328000000006,0.00015792959260302265,gisele,2.2680673,7.459799999999999,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-registry-0,teastore,0.5205971196391519,92.57949866666667,0.006007973176552521,gisele,0.05672919999999961,2.7431999999999968,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-persistence-0,teastore,7.75953954380726e-05,77.68337066666666,0.0001751,gisele,1.6769627999999996,24.970799999999997,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,loadgenerator,teastore,0.10273237717461388,23.989361777777777,0.012104483333333336,ise-knode3,0.0,0.0,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-recommender-0,teastore,1.213534958596791,245.20396799999997,0.0003103416666666667,gisele,0.05044430000000064,34.1565,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-image-0,teastore,0.36249077451071204,406.73572571428565,0.00020789542449020797,gisele,0.16013140000000012,0.8148000000000017,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-webui-0,teastore,0.41745129688374677,492.94813866666664,0.018420589446741485,gisele,0.38312820000000014,16.1658,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-auth-1,teastore,0.00016960497784481967,263.0747022222222,0.000014414301876119545,sm-gpu,1.323555,5.3475,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-auth-0,teastore,1.1812301502008626,230.58677759999998,0.00012951666666666668,gisele,1.1012725000000008,6.4797,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-db-0,teastore,0.6239181242458001,38.08490057142857,0.00015368333333333335,gisele,0.6706947999999997,2.075400000000001,0.0
2026-01-22 17:39:03,2026-01-22 17:39:00,teastore-webui-1,teastore,0.0,1.9961173333333333,0.0,gisele,0.0,0.0,0.0
2026-01-22 17:39:18,2026-01-22 17:39:17,teastore-registry-0,teastore,0.07066134771066458,94.57664,0.005466713092979128,gisele,0.32868840000000016,1.0235999999999998,0.0
2026-01-22 17:39:18,2026-01-22 17:39:17,teastore-persistence-0,teastore,1.1913252231291303,77.68337066666666,0.04242895555555556,gisele,0.3055194000000004,2.167799999999999,0.0
2026-01-22 17:39:18,2026-01-22 17:39:17,loadgenerator,teastore,0.015255885266003032,23.88150044444444,0.014609751304533581,ise-knode3,0.0,0.0,0.0
2026-01-22 17:39:18,2026-01-22 17:39:17,teastore-auth-2,teastore,0.0,349.3382826666666,0.0,gisele,0.0,0.0,0.0
2026-01-22 17:39:18,2026-01-22 17:39:17,teastore-recommender-0,teastore,0.07558871458217312,243.75842133333333,0.00027599628326310593,gisele,2.4241498,7.722900000000004,0.0
