collection_time,observation_time,name,namespace,cpu_usage,memory_usage,network_usage,instance,wattage_kepler_new,wattage_kepler,wattage_scaph
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-webui-0,teastore,0.0,2.0145493333333335,0.0,gisele,6.6989443,0.0,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-db-0,teastore,0.0,2.011136,0.0,gisele,0.0,0.0,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-image-0,teastore,0.0,1.9537920000000002,0.0,gisele,0.0,0.0,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-persistence-0,teastore,0.0,1.9551573333333334,0.0,gisele,6.669909699999999,0.0,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-auth-0,teastore,0.0,1.656832,0.0,gisele,0.0,0.0,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-recommender-0,teastore,0.0,2.013184,0.0,gisele,4.287363,0.0,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,teastore-registry-0,teastore,0.0,2.014549333333333,0.0,gisele,1.693742399999999,16.837799999999998,0.0
2026-01-25 12:38:16,2026-01-25 12:38:16,loadgenerator,teastore,0.0,2.835797333333333,0.0,ise-knode3,0.0,0.0,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-webui-0,teastore,8.638471655014876e-05,93.36354133333334,0.00014592806580374242,gisele,2.7857420000000004,11.165399999999998,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-db-0,teastore,0.15477156176061385,2.011136,0.00007137567779636168,gisele,0.2482599,1.6374,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-image-0,teastore,0.5339451813068812,1.9537920000000002,0.00014078427785748442,gisele,0.14757979999999993,1.9019999999999995,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-persistence-0,teastore,1.0937407319236232,160.34338133333333,0.0001212098922288552,gisele,0.5388710000000004,4.735800000000001,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-auth-0,teastore,0.591156757377479,1.656832,0.00012205162775127625,gisele,1.2014664,8.5026,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-recommender-0,teastore,0.7877930526480356,155.336704,0.00013255903021198464,gisele,3.4697244,5.1525,0.0
2026-01-25 12:38:30,2026-01-25 12:38:28,teastore-registry-0,teastore,0.6099339946623427,81.74728533333334,0.00007823333333333333,gisele,0.026215400000000243,0.05909999999999922,0.0
2026-01-25 12:38:30,2026-01-25 12:38:29,loadgenerator,teastore,0.0,2.835797333333333,0.0,ise-knode3,0.0,0.0,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-webui-0,teastore,0.21713336392420152,205.32906666666668,0.0003784855863292788,gisele,0.17620230000000028,1.048500000000001,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-db-0,teastore,0.2070930476915747,2.011136,0.00008302500000000001,gisele,0.04637889999999993,0.4781999999999999,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-image-0,teastore,0.1409679924105598,1.9537920000000002,0.0002733537012494358,gisele,0.07828680000000006,0.874500000000001,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-persistence-0,teastore,0.3911639474060568,175.00433066666665,0.0034589550602723094,gisele,1.0101227999999995,13.312800000000005,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-auth-1,teastore,0.0,1.9141973333333333,0.0,gisele,0.0,0.0,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-auth-0,teastore,0.5208462511320007,1.656832,0.00018196786892456563,gisele,0.1234644000000003,1.2441000000000004,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-recommender-0,teastore,1.0995546859842853,181.39613866666667,0.000149987694698806,gisele,0.26574079999999967,0.7239000000000025,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,teastore-registry-0,teastore,0.04736920506313997,83.45326933333332,0.00024894186991869917,gisele,0.4312202999999999,0.3779999999999989,0.0
2026-01-25 12:38:44,2026-01-25 12:38:43,loadgenerator,teastore,0.05926405049569081,23.983445333333332,0.0005202338013666573,ise-knode3,0.0,0.0,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-webui-0,teastore,0.3430592081670574,214.325248,0.0005261595496606617,gisele,2.4967468,5.1983999999999995,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-db-0,teastore,0.1533349270351858,2.011136,0.01871639909876629,gisele,0.10748940000000004,0.8637000000000002,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-image-0,teastore,0.15447806215236198,1.9537920000000002,0.00042469366162988735,gisele,0.07040980000000001,0.7179000000000001,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-auth-1,teastore,0.0,1.9141973333333333,0.0,gisele,1.6205903,4.6104,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-persistence-0,teastore,1.5184104965428982,196.3956906666667,0.033663787792890976,gisele,3.5904849999999997,10.0932,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-auth-0,teastore,0.32220390500867274,1.656832,0.0002623042667622804,gisele,0.062481599999999915,0.923699999999999,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-recommender-0,teastore,0.5637401265631445,185.8976426666667,0.00017120391486126948,gisele,0.3981376000000004,1.0979999999999988,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-registry-0,teastore,0.11080706317888306,85.13809066666666,0.0002536837059620596,gisele,0.3480391999999998,0.7092000000000007,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,teastore-webui-1,teastore,0.0,2.6719573333333333,0.0,sm-gpu,0.0,0.0,0.0
2026-01-25 12:38:57,2026-01-25 12:38:56,loadgenerator,teastore,0.007966143431920031,23.97252266666667,0.0005540333333333333,ise-knode3,0.0,0.0,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-webui-0,teastore,0.7928832210528791,265.53958400000005,0.0005332131826231007,gisele,5.758944700000001,12.2703,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-db-0,teastore,0.053451350698522,2.011136,0.049479041939107155,gisele,0.0017146000000000327,0.051600000000000354,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-image-0,teastore,1.8992819177752276,1.9537920000000002,0.002251523025661506,gisele,1.9481454000000002,4.5722999999999985,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-auth-1,teastore,0.590782291968954,72.634368,0.000052233333333333334,gisele,2.6160951,6.385799999999999,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-persistence-0,teastore,2.3667964283559835,221.27138133333335,0.05665235979676808,gisele,2.6982752999999997,12.4632,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-auth-0,teastore,0.15417158623124944,1.656832,0.00038136985085227275,gisele,0.18684870000000017,0.8088000000000006,0.0
2026-01-25 12:39:11,2026-01-25 12:39:09,teastore-recommender-0,teastore,0.18813824484401154,190.70771200000004,0.00034135610150545813,gisele,2.957419799999999,6.096899999999998,0.0
