instance,observation_time,collection_time,cpu_usage,memory_usage,network_usage,wattage,num_processes,wattage_kepler,wattage_kepler_new,wattage_scaph,wattage_auxilary,temperture
10.133.7.103:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,0.1299999999999995,0.019755816046491348,0.033259140000000006,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,1.0877999999991879,0.15540200836305296,8.614018339999998,0,0,0,0,0,0,0
130.149.158.132:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,0.341799999999979,0.4333084585965612,4.000930020000002,0,0,0,0,0,0,0
130.149.158.131:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,0.17679999999997104,0.13033481933483626,2.0372674,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,3.697400000000029,0.21555709552631452,2.4205625956666688,0,0,0,0,0,0,30
130.149.158.150:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,0.6069999999999958,0.14213791687135124,0.6831541486999996,0,0,0,0,0,0,49
elise.ise.tu-berlin.de:9100,2026-01-22 17:42:08,2026-01-22 17:42:11,0.49719999999823816,0,0.00960512,0,0,0,,0,0,0
10.133.7.103:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,0.13700000000000498,0.019852868205776253,0.034377609440000005,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,1.0563999999951923,0.1543558956836527,8.08518524,0,0,0,0,0,0,0
130.149.158.132:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,0.34500000000004205,0.4335490606117669,4.038696039999999,0,0,0,0,0,0,0
130.149.158.131:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,0.17519999999993283,0.1302236067566097,2.02533566,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,4.594999999999973,0.24354816981679517,2.2086447703455576,0,0,0,0,0,0,29.8
130.149.158.150:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,0.8401999999999968,0.14484902066143435,0.6664389640916664,0,0,0,0,0,0,49
elise.ise.tu-berlin.de:9100,2026-01-22 17:42:25,2026-01-22 17:42:27,0.49680000000111246,0,0.009093120000000001,0,0,0,,0,0,0
10.133.7.103:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,0.1317500000000036,0.019941297129265623,0.038299124814999995,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,0.9023999999946681,0.1540934130561361,6.040698859999999,0,0,0,0,0,0,0
130.149.158.132:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,0.38040000000022933,0.43392115266269893,3.9913792999999997,0,0,0,0,0,0,0
130.149.158.131:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,0.17140000000043648,0.1301656519121671,2.0337223400000006,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,3.5709999999999646,0.2575498312302007,2.4176712551399993,0,0,0,0,0,0,29.8
130.149.158.150:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,1.2994000000001051,0.15706686015640037,0.5258894135620833,0,0,0,0,0,0,49
elise.ise.tu-berlin.de:9100,2026-01-22 17:42:41,2026-01-22 17:42:43,0.49960000000159654,0,0.00913408,0,0,0,,0,0,0
10.133.7.103:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,0.1018000000000014,0.020107849994960625,0.0945092148026667,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,0.9904000000041151,0.1538487198949159,6.678470380000001,0,0,0,0,0,0,0
130.149.158.132:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,0.39949999999978303,0.43413374961283857,3.9794446399999996,0,0,0,0,0,0,0
130.149.158.131:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,0.15079999999982763,0.1300439556687052,1.9883538200000002,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,3.2803999999999958,0.28177333293358,2.508701513517331,0,0,0,0,0,0,29.8
130.149.158.150:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,1.7067999999999586,0.17523464714764592,0.6618050290588614,0,0,0,0,0,0,49
elise.ise.tu-berlin.de:9100,2026-01-22 17:42:58,2026-01-22 17:43:00,0.4930000000017981,0,0.00913408,0,0,0,,0,0,0
