instance,observation_time,collection_time,cpu_usage,memory_usage,network_usage,wattage,num_processes,wattage_kepler,wattage_kepler_new,wattage_scaph,wattage_auxilary,temperture
elise.ise.tu-berlin.de:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.5376000000008117,0,0.010055680000000001,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.8578000000040629,0.15581159931688449,6.341049559999999,0,0,0,0,0,0,0
10.133.7.103:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.10079999999999832,0.015537929718792198,0.0292088,0,0,0,,0,0,0
130.149.158.132:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.3683999999998492,0.4275704855967801,3.9321669400000006,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.3741999999999515,0.3079586926542013,2.3100822799999974,0,0,0,0,0,0,29.8
130.149.158.131:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.1664000000003306,0.12982978171044413,1.9860459600000002,0,0,0,0,0,0,0
130.149.158.150:9100,2026-01-22 11:15:49,2026-01-22 11:15:50,0.2604000000000277,0.20859477999585696,0.3293774000000002,0,0,0,0,0,0,51
elise.ise.tu-berlin.de:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.509399999999714,0,0.01030144,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.8427999999948225,0.15596233593617315,6.14004742,0,0,0,0,0,0,0
10.133.7.103:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.10880000000000568,0.015633729149294617,0.19110764191333335,0,0,0,,0,0,0
130.149.158.132:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.3696000000001287,0.42699773841904454,3.92533068,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.5417499999999997,0.3083111133102955,2.5121880172053315,0,0,0,0,0,0,29.8
130.149.158.131:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.15799999999956524,0.12982495958163076,1.9735547999999998,0,0,0,0,0,0,0
130.149.158.150:9100,2026-01-22 11:16:03,2026-01-22 11:16:04,0.3782000000000713,0.20908185731774076,0.45961254000000046,0,0,0,0,0,0,51
elise.ise.tu-berlin.de:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.525200000000259,0,0.01001472,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.9574000000006345,0.15597081097871635,7.651519780000001,0,0,0,0,0,0,0
10.133.7.103:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.11259999999999833,0.015731896752015917,0.38958679417777775,0,0,0,,0,0,0
130.149.158.132:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.32780000000015314,0.4266044164599594,3.92665242,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.6082000000000878,0.30903615759799663,2.672014931321333,0,0,0,0,0,0,36
130.149.158.131:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.17499999999996876,0.12978382860882576,1.9771444799999998,0,0,0,0,0,0,0
130.149.158.150:9100,2026-01-22 11:16:16,2026-01-22 11:16:18,0.5053999999999984,0.21053955340563346,1.0645070186250005,0,0,0,0,0,0,51
elise.ise.tu-berlin.de:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.5791999999992552,0,0.010301439999999999,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.875599999998149,0.15551689528161616,6.958188219999999,0,0,0,0,0,0,0
10.133.7.103:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.11659999999999746,0.015835547188242427,0.5188259595766667,0,0,0,,0,0,0
130.149.158.132:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.3362000000000454,0.4275943421644878,3.9306384999999997,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.618599999999901,0.30944462495631764,2.6658596400000008,0,0,0,0,0,0,29.8
130.149.158.131:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.17180000000009896,0.12977729194532317,1.9540507400000005,0,0,0,0,0,0,0
130.149.158.150:9100,2026-01-22 11:16:31,2026-01-22 11:16:32,0.5225999999999638,0.21129432105924484,1.3239916516910006,0,0,0,0,0,0,50
elise.ise.tu-berlin.de:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.6200000000000003,0,0.01212416,0,0,0,,0,0,0
130.149.158.130:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.9394000000024882,0.1552862820632792,7.440662160000001,0,0,0,0,0,0,0
10.133.7.103:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.08100000000000103,0.015954762350571583,0.5823450283626667,0,0,0,,0,0,0
130.149.158.132:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.3362000000000789,0.42834526892850766,3.9359090400000003,0,0,0,0,0,0,0
130.149.158.32:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.5189999999999964,0.3101712495692699,2.8609423915759997,0,0,0,0,0,0,29.8
130.149.158.131:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.18119999999988579,0.12977180900626506,1.96705338,0,0,0,0,0,0,0
130.149.158.150:9100,2026-01-22 11:16:43,2026-01-22 11:16:44,0.45260000000000933,0.21210743069588145,1.454000720000001,0,0,0,0,0,0,50
